label_id,patch_id,class,n_patches
2,23.2463_90.1732,2,2
6,23.3349_88.9320,2,2
7,24.3261_90.0232,2,2
8,23.6672_90.9908,2,2
9,22.6584_90.2996,1,2
10,22.6584_90.2996,1,2
11,23.1261_90.5030,2,2
12,24.0084_88.8732,1,2
13,24.0497_88.9908,1,2
16,25.0497_90.8820,2,2
17,24.4963_90.0732,2,2
18,22.7496_90.9232,2,2
19,22.7085_90.3908,1,2
22,23.1584_91.4496,2,2
23,23.1584_91.4496,2,2
27,24.9963_90.6408,1,2
30,23.6997_89.7231,2,2
31,25.2848_89.3908,2,2
32,24.8463_89.1820,2,2
34,24.8173_88.9819,2,2
35,22.8173_90.1644,1,2
36,22.8173_90.1644,2,2
41,23.1760_91.4232,2,2
45,23.9996_89.2908,2,2
46,23.7173_91.0530,2,2
47,24.1760_90.1144,2,2
48,24.1760_90.1144,2,2
50,22.8996_91.3732,2,2
53,22.9463_91.2408,2,2
54,22.9463_91.2408,2,2
55,23.0761_88.9144,2,2
56,24.4084_90.4643,2,2
57,22.7463_91.7496,1,2
59,23.8963_90.1408,2,2
62,23.8963_90.1408,2,2
63,23.9497_89.3530,1,2
67,24.7848_91.8495,2,2
69,24.9673_90.6320,2,2
72,24.4172_90.4732,2,2
75,22.6261_90.9996,1,2
78,24.1085_90.5820,2,2
79,23.7463_91.0644,2,2
80,25.1584_90.2530,2,2
84,24.9963_91.8407,2,2
88,22.9673_89.8320,2,2
89,23.2584_88.9144,2,2
91,24.7584_90.2231,2,2
92,22.2672_90.0820,1,2
94,23.6173_89.8530,2,2
97,23.0496_89.6732,1,2
101,23.2672_89.3030,2,2
102,24.5673_90.7320,2,2
105,24.8349_90.5496,2,2
107,22.6848_89.1029,1,2
109,25.5497_89.6644,2,2
113,22.9497_91.4732,2,2
114,22.9497_91.4732,2,2
116,22.9963_91.2820,2,2
117,23.5849_90.4820,2,2
118,23.5849_90.4820,2,2
121,23.5172_90.0732,2,2
122,22.5673_88.9908,2,2
124,23.3173_90.2908,2,2
130,24.5673_90.6496,2,2
132,23.0348_91.3732,2,2
133,24.5997_88.6908,1,2
138,24.3963_90.4408,2,2
144,22.9463_91.3231,2,2
147,24.6672_90.4320,2,2
148,24.8085_91.8231,2,2
150,24.1760_89.0144,1,2
154,24.0849_90.9408,2,2
157,24.8584_91.3644,2,2
158,23.9084_88.7996,1,2
159,23.9084_88.7996,1,2
161,24.1760_88.9320,2,2
162,24.1760_88.9320,2,2
164,23.9260_89.2319,2,2
165,24.9963_89.3644,2,2
166,25.1348_88.8496,2,2
167,23.3963_88.9030,2,2
172,24.1760_89.4232,1,2
173,24.1760_89.4232,1,2
174,23.1848_89.5732,2,2
178,23.3261_89.2319,2,2
179,23.2848_89.2496,2,2
180,23.2848_89.2496,1,2
181,23.9996_88.9643,1,2
182,23.9996_88.9643,1,2
184,24.2672_88.9908,2,2
191,24.1173_89.8908,2,2
192,23.3996_89.6732,2,2
196,24.4172_88.8644,2,2
200,24.6085_90.4232,2,2
204,23.2085_90.9820,2,2
210,23.4172_88.8408,2,2
212,22.7760_90.8996,1,2
214,23.2496_90.3644,2,2
215,23.7496_91.0908,2,2
216,24.1997_90.7732,2,2
217,24.1997_90.7732,2,2
218,22.2261_91.1232,1,2
220,24.6963_90.1644,1,2
221,24.6963_90.1644,2,2
222,24.6963_90.1644,1,2
223,24.4084_88.6530,2,2
224,24.4084_88.6530,2,2
227,23.0761_91.2320,2,2
230,23.9963_90.0820,2,2
232,24.1584_90.7496,2,2
234,24.7584_88.8732,1,2
235,22.8349_90.8732,2,2
236,24.8349_88.9996,2,2
240,23.6760_90.3820,2,2
241,23.6760_90.3820,2,2
242,23.7584_90.6232,2,2
243,23.7584_90.6232,2,2
244,23.2848_89.7530,2,2
251,25.1760_89.7530,2,2
252,25.1760_89.7530,2,2
254,23.5348_91.0820,2,2
257,23.4761_89.9820,2,2
259,23.6349_89.5530,1,2
262,25.0260_89.2996,2,2
267,24.1173_90.1644,2,2
271,23.4761_88.8644,2,2
273,23.4761_88.8644,1,2
275,23.0673_91.4496,2,2
277,24.4348_91.9529,2,2
281,24.2997_91.5232,2,2
282,24.2997_91.5232,2,2
283,24.2997_91.5232,2,2
284,24.2997_91.5232,2,2
287,24.8173_89.4408,2,2
289,24.8173_89.4408,1,2
290,25.1260_89.0232,2,2
291,25.1260_89.0232,2,2
292,22.7672_88.9529,2,2
293,23.9172_90.7996,2,2
294,23.9172_90.7996,2,2
295,23.9172_90.7996,2,2
297,22.3761_90.0908,2,2
300,24.2672_91.5320,2,2
306,24.5849_91.5643,2,2
307,24.5849_91.5643,2,2
308,23.3349_88.9232,2,2
314,24.2173_90.9144,2,2
315,24.2173_90.9144,2,2
318,24.4761_89.4908,2,2
322,23.9497_88.7820,1,2
323,24.0673_90.9496,2,2
325,24.3673_89.2644,2,2
329,24.4348_89.5530,2,2
331,24.4761_91.6996,2,2
332,24.4761_91.6996,2,2
333,24.6261_89.9643,2,2
335,24.2962_89.9030,2,2
336,24.2962_89.9030,2,2
337,23.4084_89.1144,2,2
338,22.7672_90.8996,1,2
339,24.4996_89.4908,2,2
340,23.2996_89.5996,2,2
344,23.8585_89.4908,2,2
345,24.1261_91.2029,2,2
349,25.0462_90.0144,2,2
351,25.0462_90.0144,2,2
352,25.0462_90.0144,2,2
354,24.8584_88.8644,2,2
355,23.0260_89.4408,2,2
357,24.9260_89.7530,2,2
358,23.6463_90.9144,2,2
360,23.9260_89.0530,1,2
369,24.6584_90.0030,2,2
370,24.4463_90.7029,2,2
371,24.9463_89.4643,2,2
378,22.5963_89.0144,2,2
382,23.7584_90.3232,2,2
385,23.7584_90.3232,2,2
386,23.5496_89.7908,2,2
387,24.7085_90.3144,2,2
388,24.7085_90.3144,2,2
389,24.0084_90.3408,1,2
392,24.8672_88.8644,2,2
394,23.7496_89.0644,1,2
396,22.5260_90.4732,2,2
398,24.6463_90.7320,2,2
399,24.6463_90.7320,2,2
400,23.1261_89.0530,2,2
401,22.9761_88.9731,2,2
402,23.4084_88.8144,2,2
403,24.7997_89.4232,2,2
404,24.7997_89.4232,2,2
405,24.7997_89.4232,2,2
407,24.7997_89.4232,2,2
413,24.6584_90.6232,2,2
414,23.6760_90.3908,2,2
415,24.1085_90.1908,2,2
418,23.4585_91.1030,2,2
419,23.6848_88.6820,2,2
429,23.3085_91.1320,2,2
432,23.0963_89.2908,2,2
435,22.8963_90.7908,2,2
436,23.3261_90.2496,2,2
443,22.7760_90.1530,2,2
445,25.6496_89.8320,2,2
446,23.7173_88.9030,2,2
447,23.6463_90.1232,2,2
448,23.6463_90.1232,2,2
449,23.6463_90.1232,2,2
450,24.8085_91.8143,2,2
452,23.5673_90.4820,1,2
453,23.5673_90.4820,2,2
454,23.5673_90.4820,2,2
457,23.5761_89.1820,2,2
460,22.6997_89.4731,2,2
462,23.1997_90.8144,2,2
463,23.1997_90.8144,2,2
464,22.5496_90.0144,1,2
465,24.0260_88.7820,1,2
466,24.0260_88.7820,1,2
470,23.1173_91.1996,2,2
471,24.6672_90.4144,2,2
472,24.6672_90.4144,2,2
473,24.6849_89.9996,2,2
477,24.1963_89.1530,2,2
481,25.0673_89.9908,2,2
483,23.8085_90.3030,2,2
485,23.7173_88.7231,2,2
