label_id,patch_id,class,n_patches
0,31.3041_72.9763,1,2
4,31.5041_73.3439,1,2
6,30.6162_73.9675,1,2
7,31.2927_70.9561,1,2
12,30.6927_73.9027,1,2
13,30.3927_72.5763,2,2
15,30.7338_73.0528,1,2
17,30.4041_70.9763,1,2
20,31.1427_72.3061,1,2
21,31.4162_72.9175,2,2
22,31.4162_72.9175,1,2
24,31.8927_72.7763,1,2
25,31.8927_72.7763,2,2
26,31.8927_72.7763,1,2
28,29.9163_71.5263,1,2
30,29.5541_71.8263,1,2
33,30.2540_71.3027,1,2
36,31.4162_72.6263,1,2
37,31.4162_72.6263,1,2
39,30.5163_72.6439,1,2
40,30.5163_72.6439,1,2
49,30.8041_73.4851,1,2
53,30.7575_72.5763,1,2
54,29.6575_72.1263,1,2
57,30.2162_73.1263,1,2
58,30.3927_72.9939,1,2
60,30.9163_70.9352,1,2
61,31.3338_70.9763,1,2
62,31.3338_70.9763,1,2
64,31.8574_73.5263,1,2
65,31.5926_73.2175,1,2
66,31.9574_73.0939,1,2
69,30.1074_71.5939,1,2
70,30.1074_71.5939,1,2
73,30.4339_72.0851,1,2
79,30.9541_70.9352,1,2
83,30.9662_72.3175,2,2
86,30.4339_73.7061,1,2
88,30.4251_73.1027,1,2
89,30.7663_73.3028,1,2
91,31.8540_72.5675,1,2
92,31.0838_70.9851,1,2
95,31.3074_73.3675,1,2
100,29.8839_70.6263,1,2
102,29.8839_70.6263,1,2
103,31.1927_72.0675,2,2
105,31.0750_72.6061,1,2
107,31.9041_73.2851,1,2
110,29.6751_72.3439,1,2
112,29.8338_73.2527,1,2
116,32.0427_71.3351,1,2
118,31.4926_73.3175,1,2
121,31.7074_72.2675,1,2
122,29.8540_71.4939,1,2
123,31.4250_73.2027,1,2
125,30.7250_72.3027,2,2
127,29.7041_72.3263,1,2
128,30.7074_73.6175,1,2
130,31.5339_73.0528,1,2
132,30.0750_72.4439,1,2
133,29.8338_70.5675,1,2
134,31.5926_73.7061,1,2
136,29.7927_70.9027,1,2
140,31.0574_73.9263,1,2
145,30.2426_72.3263,1,2
146,31.9162_72.6561,1,2
147,31.9162_72.6561,1,2
148,31.9162_72.6561,1,2
151,31.1040_72.2675,1,2
152,31.1040_72.2675,1,2
153,30.6040_73.3263,1,2
154,31.4838_72.8763,1,2
155,30.8338_73.2763,1,2
157,30.7927_70.9263,2,2
158,29.9926_72.3175,1,2
159,29.9926_72.3175,1,2
160,32.0750_71.2175,1,2
161,32.0750_71.2175,1,2
162,32.0750_71.2175,1,2
164,31.0251_74.0175,1,2
165,30.7663_73.3175,1,2
168,29.3574_71.2351,1,2
171,31.3074_73.0439,1,2
178,29.8540_72.8351,1,2
179,29.8540_72.8351,1,2
185,30.1040_72.3851,1,2
186,30.5339_72.7851,1,2
187,32.4250_71.7061,1,2
191,31.3663_72.6939,1,2
194,29.6040_71.6940,1,2
196,31.0427_70.9561,1,2
197,31.0427_70.9561,1,2
198,30.2162_72.3561,1,2
199,31.4041_72.9527,1,2
201,30.9163_71.9027,1,2
202,30.8574_72.0939,2,2
203,31.0163_73.8763,1,2
205,30.1751_71.7061,1,2
207,29.6575_71.3763,1,2
208,30.1339_72.3561,1,2
211,31.0163_73.7561,1,2
213,31.3574_73.8351,2,2
217,31.9250_73.5175,1,2
219,31.5838_71.0561,1,2
220,31.5838_71.0561,1,2
221,30.6162_72.0027,1,2
224,29.8338_71.6263,1,2
225,31.0163_73.5263,1,2
226,31.0163_73.5263,1,2
230,32.2162_71.4440,1,2
231,30.1339_72.9939,2,2
233,31.5251_73.8061,1,2
235,31.0339_72.9763,2,2
236,30.8839_73.6561,2,2
237,29.7250_71.2675,1,2
239,29.7250_71.2675,1,2
242,29.6427_71.6439,2,2
244,30.0838_71.3561,2,2
245,31.5750_71.1527,1,2
246,30.9662_73.8527,1,2
249,31.0750_72.0763,1,2
251,30.5339_73.4263,1,2
254,30.4541_72.0061,1,2
259,29.7426_70.6061,1,2
263,32.2338_72.3027,1,2
266,30.5541_72.7763,1,2
267,30.0251_72.0675,1,2
272,31.2541_73.0675,1,2
273,31.2541_73.0675,2,2
274,32.1339_72.8351,1,2
277,31.2426_73.0351,2,2
283,29.9427_72.0675,1,2
288,30.0574_73.1939,1,2
289,29.5427_71.6764,1,2
290,29.5427_71.6764,1,2
291,31.7250_73.4175,1,2
292,30.1541_73.4763,1,2
295,31.0574_73.9351,1,2
297,30.0926_71.3561,2,2
298,31.5838_71.0263,1,2
300,29.4251_71.3939,1,2
302,30.3250_73.1351,1,2
303,29.6575_71.8061,1,2
304,31.2338_72.3763,1,2
308,30.8574_71.0175,1,2
310,31.0163_73.5351,1,2
311,31.0163_73.5351,1,2
316,29.5838_71.9851,1,2
320,29.5040_71.7263,1,2
324,32.1662_72.6027,1,2
325,32.0750_72.8763,1,2
327,31.3751_73.1061,1,2
328,31.5251_70.9561,1,2
329,29.7338_71.4763,1,2
331,29.7338_71.4763,1,2
337,32.2839_72.3351,1,2
339,31.0662_72.0061,1,2
340,31.4540_72.9439,1,2
348,30.0750_71.0439,1,2
362,29.9574_71.3351,1,2
364,29.9574_71.3351,1,2
369,31.9074_71.7175,1,2
370,31.0040_73.8527,1,2
373,29.5838_71.8527,1,2
374,29.8250_71.4264,1,2
375,29.8250_71.4264,1,2
377,29.8426_71.4352,1,2
378,30.2839_72.4851,1,2
379,31.6427_72.2675,1,2
386,29.6074_71.1940,1,2
396,29.9251_71.5263,1,2
397,29.7927_70.5675,1,2
406,30.5075_72.3351,1,2
408,31.1251_71.2061,1,2
412,31.4338_71.0175,1,2
413,30.6339_72.3939,1,2
415,31.4041_72.2763,1,2
417,30.0926_72.7175,1,2
419,30.6339_72.5263,1,2
427,31.6750_72.3027,1,2
430,29.7927_71.4763,1,2
431,30.2663_72.9061,1,2
433,31.0574_73.3763,0,2
434,32.0541_72.4763,1,2
436,29.9926_73.0439,1,2
437,30.1927_71.5763,1,2
438,29.7751_71.7263,1,2
442,29.5926_72.6675,1,2
445,30.3540_72.9175,1,2
446,30.6427_74.0027,1,2
447,30.0750_70.7263,1,2
450,32.3162_72.3561,1,2
454,29.8540_71.6527,1,2
458,29.8041_70.7175,1,2
459,30.7540_73.2763,1,2
461,31.4838_73.1175,1,2
462,31.4838_73.1175,1,2
463,30.9041_72.6439,1,2
464,30.0427_71.6561,1,2
465,30.0427_71.6561,1,2
466,30.3250_70.9939,1,2
467,30.8927_73.5027,1,2
469,31.5662_71.0263,1,2
470,31.0574_73.6675,1,2
471,29.8927_70.6439,1,2
472,31.0574_72.9351,1,2
474,31.9074_72.6263,1,2
477,29.3162_71.5175,1,2
479,30.2540_72.9851,1,2
480,30.2540_72.9851,1,2
481,30.2540_72.9851,1,2
484,30.2540_72.9851,1,2
485,30.8426_74.0061,1,2
486,31.3162_72.8027,1,2
487,31.3574_73.2175,1,2
488,31.3574_73.2175,2,2
489,31.5750_73.6763,1,2
490,31.5750_73.6763,1,2
491,31.5750_73.6763,1,2
492,30.3250_71.3527,1,2
496,31.2541_72.3939,2,2
498,29.9541_72.5351,1,2
499,30.4251_73.5851,1,2
500,29.5427_71.1439,1,2
504,30.3839_73.0351,1,2
