label_id,patch_id,class,n_patches
0,26.2143_80.0073,1,2
2,26.1468_81.7897,1,2
4,26.8467_82.3283,1,2
5,26.9757_81.5161,1,2
8,25.8467_80.6397,1,2
10,25.8467_80.6397,0,2
13,25.8467_80.6397,1,2
15,25.8467_80.6397,0,2
16,25.8467_80.6397,1,2
17,25.9467_80.8897,1,2
18,27.8791_81.7573,1,2
21,26.5555_79.8783,1,2
23,26.4467_82.3283,2,2
26,27.2556_80.4661,1,2
30,25.9291_80.9749,0,2
33,26.4291_81.0573,1,2
34,26.2291_80.9985,1,2
35,27.8758_80.4661,2,2
36,26.3143_82.2783,1,2
38,26.5056_81.7897,1,2
42,25.7879_81.0783,0,2
44,25.7143_81.3283,0,2
48,27.6467_80.9250,1,2
53,27.1143_81.3573,2,2
54,27.1143_81.3573,1,2
55,26.3643_80.5783,1,2
57,27.5757_80.9250,1,2
61,26.5757_79.7397,1,2
64,27.9792_79.8897,1,2
65,27.9792_79.8897,2,2
71,26.7758_81.5161,0,2
74,26.4467_80.1750,0,2
75,26.8643_81.1574,2,2
76,26.8643_81.1574,2,2
77,26.4757_81.4783,1,2
78,28.1757_79.3749,0,2
79,26.9880_82.1283,1,2
80,27.5555_80.2485,1,2
81,25.9056_81.8749,1,2
86,26.1644_81.2283,1,2
87,26.1644_81.2283,1,2
88,26.3967_81.5783,1,2
89,26.3967_81.5783,1,2
92,27.3291_81.8073,1,2
93,27.3291_81.8073,1,2
99,26.0757_81.8897,2,2
100,27.9555_80.4485,1,2
101,26.5757_81.4485,1,2
102,27.5555_79.3161,0,2
104,26.5879_79.4397,1,2
105,27.2644_81.5485,2,2
109,28.0379_79.6750,1,2
110,28.0379_79.6750,1,2
111,28.0379_79.6750,1,2
112,27.7468_78.9573,1,2
113,27.7468_78.9573,1,2
115,27.7468_78.9573,1,2
116,26.9467_81.2073,1,2
128,26.5144_80.4397,2,2
131,27.4143_79.0283,0,2
133,26.3055_81.0283,2,2
134,27.5144_80.4283,2,2
136,27.9055_81.4783,1,2
139,27.1055_81.3749,1,2
141,27.8291_80.7661,2,2
143,26.5879_79.2783,1,2
146,26.5144_79.8073,2,2
148,27.8143_79.7985,1,2
149,26.2791_80.7897,1,2
150,28.0879_80.0485,1,2
153,27.2791_81.1897,2,2
154,27.2791_81.1897,1,2
155,26.6967_80.4985,1,2
156,26.2291_80.8985,1,2
158,26.1879_80.5485,1,2
159,26.1879_80.5485,1,2
160,26.1879_80.5485,1,2
161,26.4291_81.5283,1,2
162,26.8555_81.9985,1,2
163,27.1143_82.1249,1,2
167,27.8791_79.2073,1,2
172,26.4467_79.5283,2,2
173,26.4467_79.5283,1,2
176,26.3967_81.7783,1,2
179,26.7143_79.1985,0,2
181,27.6143_82.1574,1,2
182,26.9467_80.0073,2,2
183,26.6055_80.8249,1,2
185,26.2143_80.2897,2,2
186,26.2143_80.2897,0,2
187,26.6258_80.4485,1,2
192,26.1143_81.7749,1,2
195,27.9143_81.5749,2,2
196,28.2967_79.8249,2,2
198,27.6055_81.6574,2,2
199,27.4792_80.9897,2,2
200,27.4792_80.9897,1,2
201,27.5643_79.1283,1,2
202,25.4258_81.2897,1,2
203,26.8555_81.2397,1,2
205,27.3291_80.2397,0,2
206,28.1967_80.0249,1,2
207,26.0144_81.4749,1,2
208,26.9968_79.8661,1,2
209,27.3379_79.5161,1,2
211,26.0643_81.1073,1,2
212,27.4291_79.6783,1,2
213,26.9143_81.0283,2,2
214,26.9143_81.0283,2,2
221,28.2879_79.7249,1,2
226,27.6291_81.6574,2,2
228,27.6291_81.6574,1,2
230,26.7143_81.3073,1,2
232,27.5967_79.1161,1,2
242,26.7556_81.3783,1,2
243,26.8643_81.9985,1,2
246,26.6879_79.5661,1,2
249,26.8379_81.9783,1,2
250,27.3379_80.1073,2,2
251,27.2257_79.5161,0,2
255,25.5967_81.6161,2,2
256,25.9643_81.2397,2,2
258,27.6879_79.3985,1,2
259,26.4291_80.5485,1,2
260,26.3555_81.8749,1,2
262,26.2291_81.2985,1,2
263,27.1791_82.1574,1,2
265,27.1143_81.1783,2,2
266,27.4257_79.7897,1,2
281,25.6791_80.9250,0,2
283,27.5291_80.4162,2,2
285,26.0967_81.8485,1,2
286,26.0967_81.8485,2,2
288,27.5144_80.5783,1,2
289,27.4467_80.5283,2,2
291,27.1555_82.3249,1,2
293,26.7556_79.0573,1,2
295,27.8379_79.9250,2,2
302,27.2291_81.8485,1,2
304,26.9643_80.8985,1,2
305,26.9643_80.8985,2,2
307,26.6643_81.2573,2,2
310,26.4555_79.5283,1,2
311,27.3379_78.8985,1,2
313,27.3379_78.8985,1,2
316,26.8257_79.4985,1,2
320,26.4055_82.2485,1,2
322,26.4791_81.4897,1,2
323,26.4791_81.4897,2,2
324,26.4791_81.4897,1,2
325,25.4467_81.2897,0,2
332,27.2380_81.2397,2,2
333,27.2380_81.2397,2,2
334,27.2380_81.2397,2,2
335,27.2380_81.2397,2,2
336,27.1143_81.7749,1,2
337,25.7879_81.2985,1,2
343,27.5555_82.0783,2,2
347,26.6291_81.3985,1,2
349,26.3791_82.2897,1,2
351,25.7257_81.7161,1,2
353,26.8758_81.1897,2,2
354,26.8758_81.1897,1,2
